compute,draw,frame
3.19,0.05,3.24
3.18,0.05,3.24
3.19,0.05,3.24
3.21,0.03,3.24
3.19,0.05,3.24
3.21,0.05,3.26
3.19,0.05,3.24
3.19,0.05,3.26
3.21,0.05,3.26
3.18,0.05,3.24
3.21,0.03,3.24
3.18,0.05,3.23
3.18,0.05,3.23
3.19,0.03,3.24
3.19,0.05,3.24
3.19,0.07,3.26
3.19,0.05,3.24
3.19,0.07,3.26
3.19,0.05,3.24
3.21,0.03,3.24
3.36,0.03,3.41
3.38,0.05,3.42
3.39,0.07,3.46
3.41,0.05,3.46
3.41,0.03,3.46
3.41,0.05,3.46
3.41,0.05,3.46
3.38,0.07,3.44
3.39,0.05,3.46
4.13,0.05,4.18
3.88,0.05,3.93
3.41,0.05,3.46
3.39,0.05,3.44
3.39,0.07,3.46
3.39,0.05,3.44
3.41,0.03,3.46
3.38,0.05,3.42
3.38,0.05,3.42
3.42,0.03,3.47
3.36,0.07,3.42
3.59,0.07,3.65
3.62,0.05,3.67
3.64,0.05,3.70
3.60,0.05,3.65
3.62,0.07,3.70
3.62,0.05,3.67
3.59,0.08,3.67
3.62,0.05,3.67
3.64,0.07,3.70
3.64,0.03,3.67
3.64,0.03,3.69
3.62,0.05,3.67
3.62,0.05,3.67
3.62,0.07,3.69
3.64,0.05,3.69
3.64,0.05,3.69
3.64,0.05,3.69
3.64,0.05,3.69
3.64,0.05,3.69
3.74,0.07,3.80
3.88,0.07,3.95
5.11,0.05,5.18
3.90,0.07,3.96
3.87,0.05,3.92
3.87,0.05,3.92
3.87,0.07,3.93
3.87,0.07,3.93
3.87,0.07,3.93
3.90,0.05,3.95
3.90,0.05,3.95
4.77,0.05,4.82
3.36,0.05,3.41
2.87,0.05,2.92
2.87,0.05,2.92
2.88,0.03,2.92
2.83,0.05,2.88
2.87,0.03,2.90
2.87,0.05,2.92
2.85,0.05,2.90
2.87,0.03,2.90
2.87,0.07,2.93
2.87,0.03,2.92
2.87,0.05,2.93
2.90,0.05,2.95
3.03,0.05,3.08
3.03,0.05,3.08
3.01,0.03,3.05
3.03,0.05,3.08
3.06,0.03,3.10
3.01,0.03,3.05
3.03,0.05,3.08
3.05,0.05,3.10
3.19,0.05,3.26
3.21,0.03,3.26
3.21,0.05,3.26
3.19,0.07,3.26
3.39,0.07,3.46
3.41,0.05,3.46
3.42,0.05,3.47
3.41,0.05,3.46
3.41,0.05,3.46
3.42,0.05,3.47
3.39,0.07,3.46
3.42,0.05,3.47
3.41,0.05,3.46
3.41,0.05,3.46
3.39,0.07,3.46
3.39,0.05,3.46
3.41,0.05,3.46
3.60,0.07,3.69
3.64,0.05,3.69
3.62,0.05,3.67
3.60,0.07,3.67
3.60,0.07,3.67
3.64,0.05,3.69
3.64,0.05,3.69
3.65,0.07,3.72
3.62,0.05,3.67
