compute,draw,frame
1.48,0.07,1.56
1.47,0.07,1.54
1.48,0.07,1.55
1.49,0.07,1.56
1.48,0.07,1.55
1.47,0.07,1.54
1.48,0.07,1.56
1.48,0.07,1.55
1.47,0.07,1.55
1.48,0.07,1.56
1.47,0.07,1.54
1.48,0.07,1.56
1.47,0.07,1.56
1.48,0.07,1.56
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.53
1.48,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.55
1.46,0.07,1.54
1.48,0.07,1.56
1.47,0.07,1.56
1.46,0.07,1.52
1.47,0.07,1.53
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.55
1.49,0.07,1.56
1.46,0.07,1.54
1.48,0.07,1.56
1.48,0.07,1.56
1.47,0.07,1.55
1.48,0.07,1.56
1.48,0.07,1.56
1.46,0.07,1.53
1.49,0.07,1.56
1.48,0.07,1.56
1.48,0.07,1.56
1.48,0.07,1.56
1.47,0.07,1.55
1.47,0.07,1.53
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.56
1.47,0.07,1.55
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.55
1.48,0.07,1.55
1.46,0.09,1.55
1.47,0.07,1.56
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.53
1.46,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.53
1.47,0.07,1.54
1.47,0.07,1.55
1.47,0.07,1.54
1.47,0.07,1.55
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.54
1.46,0.07,1.54
1.48,0.07,1.55
1.46,0.07,1.54
1.48,0.07,1.55
1.65,0.07,1.74
1.46,0.07,1.53
1.47,0.07,1.55
1.47,0.07,1.55
1.48,0.07,1.55
1.48,0.07,1.56
1.47,0.07,1.54
1.47,0.07,1.55
1.47,0.07,1.54
1.47,0.07,1.53
1.48,0.07,1.56
1.29,0.06,1.34
1.09,0.06,1.15
1.10,0.05,1.16
1.11,0.07,1.17
1.11,0.06,1.17
1.33,0.06,1.39
1.32,0.06,1.38
1.34,0.07,1.40
1.34,0.07,1.40
1.47,0.07,1.55
1.48,0.07,1.56
1.48,0.07,1.56
1.47,0.07,1.53
1.33,0.07,1.39
1.33,0.07,1.40
1.21,0.06,1.27
1.20,0.07,1.26
1.20,0.06,1.26
1.21,0.06,1.27
1.20,0.06,1.27
1.20,0.06,1.27
1.31,0.07,1.39
1.32,0.06,1.38
1.34,0.06,1.41
1.34,0.07,1.40
1.47,0.07,1.53
1.49,0.07,1.56
1.46,0.07,1.54
1.49,0.07,1.56
1.46,0.07,1.53
1.48,0.07,1.56
1.47,0.07,1.54
1.48,0.07,1.56
1.46,0.06,1.53
1.46,0.07,1.53
1.45,0.07,1.54
1.47,0.07,1.53
1.48,0.07,1.56
1.47,0.07,1.54
1.45,0.07,1.53
1.48,0.07,1.56
1.47,0.07,1.54
1.47,0.07,1.54
1.49,0.07,1.56
1.67,0.07,1.75
1.49,0.07,1.56
1.48,0.07,1.56
1.48,0.07,1.56
1.47,0.07,1.56
1.46,0.07,1.53
1.48,0.07,1.56
1.48,0.07,1.55
1.48,0.07,1.56
1.47,0.07,1.54
1.47,0.07,1.54
1.48,0.07,1.55
1.48,0.07,1.56
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.53
1.50,0.07,1.56
1.47,0.07,1.53
1.48,0.07,1.56
1.47,0.07,1.54
1.47,0.07,1.54
1.49,0.07,1.56
1.47,0.07,1.55
1.48,0.07,1.56
1.49,0.07,1.56
1.49,0.07,1.56
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.55
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.54
1.48,0.07,1.56
1.48,0.07,1.56
1.48,0.07,1.56
1.47,0.07,1.54
1.48,0.07,1.56
1.47,0.07,1.55
1.47,0.07,1.55
1.48,0.07,1.56
1.47,0.07,1.55
1.47,0.07,1.54
1.47,0.07,1.56
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.54
1.48,0.07,1.56
1.47,0.07,1.54
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.54
1.47,0.07,1.55
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.55
1.48,0.07,1.56
1.48,0.07,1.56
1.48,0.07,1.56
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.54
1.47,0.07,1.54
1.67,0.07,1.75
1.47,0.07,1.55
1.48,0.07,1.56
1.48,0.07,1.56
1.47,0.07,1.55
1.65,0.08,1.74
1.47,0.07,1.56
1.46,0.07,1.54
1.47,0.07,1.55
1.47,0.07,1.54
1.47,0.07,1.56
1.65,0.07,1.72
1.65,0.07,1.72
1.46,0.07,1.54
1.47,0.07,1.55
1.48,0.07,1.55
1.47,0.07,1.56
1.47,0.07,1.54
1.47,0.07,1.54
1.66,0.08,1.75
1.48,0.07,1.56
1.48,0.07,1.55
1.47,0.07,1.54
1.48,0.07,1.56
1.47,0.07,1.54
1.66,0.08,1.75
1.47,0.07,1.55
1.47,0.07,1.55
1.65,0.08,1.74
1.48,0.07,1.56
1.47,0.07,1.55
1.65,0.07,1.74
1.47,0.07,1.55
1.65,0.08,1.74
1.47,0.07,1.55
1.45,0.07,1.52
1.33,0.07,1.39
1.33,0.07,1.39
1.33,0.06,1.38
1.33,0.06,1.38
1.47,0.07,1.55
1.47,0.07,1.54
1.47,0.07,1.55
1.47,0.07,1.54
1.65,0.07,1.74
1.48,0.07,1.56
1.48,0.07,1.56
1.47,0.07,1.54
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.55
1.60,0.07,1.67
1.46,0.05,1.52
1.20,0.06,1.26
1.20,0.06,1.26
1.21,0.06,1.27
1.21,0.06,1.27
1.34,0.06,1.39
1.34,0.06,1.39
1.34,0.06,1.40
1.33,0.06,1.40
1.34,0.06,1.39
1.34,0.07,1.40
1.34,0.07,1.40
1.34,0.06,1.40
1.49,0.06,1.56
1.48,0.07,1.55
1.48,0.07,1.56
1.49,0.07,1.56
1.48,0.07,1.56
1.48,0.07,1.56
1.67,0.07,1.74
1.48,0.07,1.55
1.49,0.07,1.56
1.49,0.07,1.56
1.48,0.07,1.56
1.48,0.07,1.56
1.48,0.07,1.56
1.47,0.07,1.56
1.49,0.07,1.56
1.48,0.07,1.56
1.48,0.07,1.56
1.47,0.07,1.56
1.48,0.07,1.55
1.47,0.07,1.55
1.48,0.07,1.56
1.49,0.07,1.56
1.47,0.07,1.56
1.48,0.07,1.56
1.48,0.07,1.56
1.47,0.07,1.54
1.47,0.07,1.55
1.47,0.06,1.55
1.49,0.07,1.56
1.48,0.07,1.56
1.48,0.07,1.56
1.68,0.07,1.76
1.48,0.07,1.55
1.48,0.07,1.55
1.48,0.07,1.56
1.48,0.07,1.56
1.49,0.07,1.56
1.48,0.07,1.56
1.49,0.07,1.56
1.48,0.07,1.55
1.48,0.07,1.56
1.48,0.07,1.55
1.47,0.07,1.55
1.48,0.07,1.55
1.49,0.07,1.56
1.48,0.07,1.56
1.47,0.07,1.56
1.48,0.07,1.56
1.48,0.07,1.55
1.47,0.07,1.55
1.50,0.07,1.56
1.49,0.07,1.56
1.49,0.07,1.56
1.47,0.07,1.54
1.49,0.07,1.56
1.47,0.07,1.54
1.49,0.07,1.56
1.49,0.07,1.56
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.55
1.48,0.07,1.55
1.48,0.07,1.56
1.48,0.07,1.56
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.56
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.54
1.48,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.06,1.54
1.48,0.07,1.56
1.47,0.07,1.54
1.48,0.07,1.56
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.54
1.48,0.07,1.56
1.48,0.07,1.56
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.54
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.55
1.47,0.07,1.54
1.48,0.07,1.55
1.47,0.07,1.54
1.47,0.07,1.55
1.47,0.07,1.54
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.54
1.47,0.07,1.53
1.47,0.07,1.54
1.47,0.07,1.53
1.47,0.07,1.53
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.54
1.47,0.07,1.54
1.48,0.07,1.56
1.47,0.07,1.54
1.47,0.07,1.55
1.47,0.07,1.54
1.46,0.07,1.54
1.47,0.07,1.54
1.46,0.07,1.54
1.47,0.07,1.56
1.47,0.07,1.53
1.46,0.07,1.54
1.47,0.07,1.55
1.14,0.05,1.20
1.10,0.06,1.16
1.11,0.05,1.16
1.11,0.05,1.17
1.10,0.05,1.16
1.10,0.05,1.16
1.10,0.06,1.16
1.11,0.06,1.16
1.11,0.06,1.16
1.33,0.06,1.39
1.34,0.06,1.39
1.34,0.07,1.40
1.33,0.06,1.39
1.47,0.07,1.54
1.47,0.07,1.55
1.65,0.07,1.74
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.55
1.47,0.07,1.54
1.48,0.07,1.55
1.47,0.07,1.54
1.47,0.07,1.54
1.48,0.07,1.55
1.47,0.07,1.54
1.47,0.07,1.55
1.48,0.07,1.56
1.47,0.07,1.54
1.47,0.07,1.55
1.47,0.07,1.53
1.47,0.07,1.54
1.47,0.07,1.56
1.48,0.07,1.55
1.49,0.07,1.56
1.47,0.07,1.53
1.47,0.07,1.54
1.47,0.07,1.55
1.48,0.07,1.56
1.48,0.07,1.56
1.48,0.07,1.55
1.48,0.07,1.56
1.32,0.06,1.38
1.33,0.07,1.40
1.32,0.06,1.38
1.34,0.07,1.40
1.47,0.07,1.56
1.47,0.07,1.55
1.47,0.07,1.54
1.47,0.07,1.56
1.47,0.07,1.55
1.48,0.07,1.56
1.47,0.07,1.55
1.47,0.07,1.55
1.48,0.07,1.56
1.47,0.07,1.55
1.48,0.07,1.55
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.55
1.47,0.07,1.54
1.47,0.07,1.55
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.54
1.47,0.07,1.54
1.48,0.07,1.55
1.47,0.07,1.54
1.47,0.07,1.54
1.48,0.07,1.56
1.47,0.07,1.54
1.48,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.54
1.48,0.07,1.56
1.48,0.07,1.55
1.48,0.07,1.56
1.46,0.07,1.54
1.48,0.07,1.56
1.47,0.07,1.55
1.46,0.07,1.54
1.48,0.07,1.55
1.47,0.07,1.56
1.47,0.07,1.53
1.46,0.07,1.55
1.47,0.07,1.54
1.48,0.07,1.56
1.47,0.07,1.53
1.47,0.07,1.54
1.49,0.07,1.56
1.46,0.07,1.53
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.53
1.46,0.07,1.53
1.46,0.07,1.53
1.46,0.07,1.53
1.49,0.07,1.56
1.46,0.07,1.53
1.48,0.07,1.56
1.49,0.07,1.56
1.46,0.07,1.53
1.49,0.07,1.56
1.46,0.07,1.54
1.47,0.07,1.54
1.46,0.07,1.53
1.48,0.07,1.56
1.49,0.07,1.56
1.49,0.07,1.56
1.47,0.07,1.54
1.49,0.07,1.56
1.47,0.07,1.54
1.65,0.07,1.73
1.65,0.07,1.73
1.49,0.07,1.56
1.48,0.07,1.55
1.46,0.07,1.53
1.48,0.07,1.56
1.47,0.07,1.54
1.48,0.07,1.56
1.47,0.07,1.53
1.48,0.07,1.55
1.47,0.07,1.55
1.48,0.07,1.55
1.47,0.07,1.54
1.46,0.07,1.54
1.46,0.07,1.53
1.46,0.07,1.52
1.46,0.07,1.54
1.46,0.06,1.53
1.46,0.07,1.53
1.48,0.07,1.55
1.47,0.07,1.55
1.45,0.07,1.53
1.45,0.07,1.53
1.47,0.07,1.54
1.47,0.07,1.54
1.46,0.07,1.52
1.46,0.07,1.52
1.47,0.07,1.56
1.47,0.07,1.55
1.45,0.07,1.53
1.63,0.06,1.70
1.20,0.05,1.26
1.20,0.06,1.27
1.20,0.06,1.26
1.20,0.06,1.25
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.55
1.46,0.07,1.54
1.47,0.07,1.53
1.47,0.07,1.54
1.47,0.07,1.53
1.47,0.07,1.55
1.47,0.07,1.54
1.47,0.07,1.53
1.46,0.07,1.53
1.46,0.07,1.54
1.47,0.07,1.53
1.46,0.07,1.53
1.47,0.07,1.54
1.48,0.07,1.56
1.47,0.07,1.55
1.47,0.07,1.53
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.55
1.47,0.07,1.55
1.46,0.07,1.53
1.65,0.08,1.74
1.47,0.07,1.54
1.65,0.07,1.73
1.47,0.07,1.54
1.46,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.54
1.47,0.07,1.55
1.47,0.07,1.56
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.56
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.56
1.47,0.07,1.54
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.55
1.48,0.07,1.55
1.47,0.07,1.54
1.48,0.07,1.56
1.47,0.07,1.55
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.55
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.54
1.48,0.07,1.56
1.48,0.07,1.55
1.48,0.07,1.56
1.46,0.07,1.53
1.47,0.07,1.53
1.48,0.07,1.55
1.47,0.07,1.55
1.46,0.07,1.54
1.47,0.07,1.53
1.47,0.07,1.56
1.47,0.07,1.55
1.47,0.07,1.55
1.45,0.06,1.53
1.48,0.07,1.56
1.46,0.07,1.52
1.48,0.07,1.56
1.46,0.07,1.53
1.48,0.07,1.55
1.45,0.07,1.52
1.46,0.07,1.54
1.46,0.07,1.53
1.45,0.07,1.52
1.46,0.07,1.54
1.46,0.07,1.53
1.46,0.07,1.52
1.64,0.07,1.72
1.47,0.07,1.53
1.46,0.07,1.53
1.47,0.07,1.53
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.55
1.47,0.07,1.54
1.48,0.07,1.55
1.47,0.07,1.53
1.47,0.07,1.55
1.48,0.07,1.56
1.47,0.07,1.54
1.46,0.07,1.54
1.47,0.07,1.54
1.46,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.55
1.47,0.07,1.54
1.47,0.07,1.54
1.46,0.07,1.53
1.48,0.07,1.56
1.47,0.07,1.55
1.47,0.07,1.56
1.47,0.07,1.54
1.47,0.07,1.55
1.65,0.07,1.74
1.45,0.07,1.53
1.47,0.07,1.55
1.46,0.07,1.53
1.47,0.07,1.54
1.46,0.07,1.52
1.33,0.06,1.38
1.10,0.05,1.15
1.10,0.05,1.15
1.11,0.05,1.17
1.11,0.06,1.17
1.34,0.06,1.40
1.34,0.06,1.40
1.33,0.07,1.39
1.31,0.06,1.38
1.47,0.07,1.56
1.46,0.07,1.54
1.21,0.06,1.28
1.21,0.06,1.28
1.20,0.07,1.26
1.20,0.06,1.25
1.48,0.07,1.56
1.49,0.07,1.56
1.48,0.07,1.56
1.49,0.07,1.56
1.46,0.07,1.53
1.48,0.07,1.55
1.34,0.06,1.39
1.20,0.05,1.26
1.22,0.06,1.28
1.20,0.06,1.25
1.20,0.07,1.27
1.33,0.06,1.38
1.32,0.07,1.38
1.33,0.07,1.40
1.34,0.06,1.40
1.47,0.07,1.54
1.47,0.07,1.55
1.47,0.06,1.54
1.47,0.07,1.54
1.47,0.07,1.55
1.48,0.07,1.56
1.47,0.07,1.54
1.48,0.07,1.56
1.48,0.07,1.56
1.48,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.54
1.47,0.06,1.54
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.55
1.48,0.07,1.55
1.47,0.07,1.56
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.54
1.47,0.07,1.54
1.65,0.07,1.74
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.53
1.47,0.07,1.54
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.06,1.54
1.47,0.07,1.55
1.47,0.07,1.54
1.47,0.07,1.55
1.47,0.07,1.54
1.47,0.07,1.55
1.47,0.07,1.54
1.47,0.07,1.55
1.47,0.07,1.54
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.55
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.55
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.55
1.47,0.06,1.54
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.53
1.47,0.07,1.53
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.54
1.46,0.07,1.53
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.55
1.47,0.07,1.53
1.47,0.07,1.55
1.47,0.07,1.55
1.46,0.07,1.53
1.46,0.07,1.53
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.54
1.45,0.07,1.52
1.46,0.07,1.53
1.45,0.07,1.52
1.46,0.07,1.53
1.46,0.07,1.53
1.32,0.06,1.38
1.32,0.06,1.38
1.32,0.06,1.38
1.31,0.07,1.38
1.47,0.07,1.54
1.46,0.07,1.53
1.46,0.07,1.53
1.46,0.07,1.53
1.47,0.07,1.56
1.45,0.07,1.52
1.48,0.07,1.56
1.47,0.07,1.55
1.48,0.07,1.55
1.51,0.07,1.58
1.48,0.07,1.55
1.46,0.07,1.52
1.46,0.07,1.53
1.48,0.07,1.55
1.47,0.07,1.55
1.46,0.07,1.53
1.46,0.07,1.52
1.45,0.07,1.52
1.46,0.07,1.53
1.45,0.07,1.53
1.46,0.07,1.53
1.48,0.07,1.55
1.46,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.56
1.45,0.07,1.53
1.47,0.07,1.55
1.46,0.07,1.54
1.47,0.07,1.55
1.47,0.07,1.55
1.46,0.07,1.54
1.46,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.55
1.46,0.07,1.53
1.47,0.07,1.55
1.47,0.07,1.56
1.48,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.54
1.47,0.07,1.54
1.48,0.07,1.55
1.47,0.07,1.55
1.46,0.07,1.54
1.47,0.07,1.54
1.48,0.07,1.56
1.47,0.07,1.56
1.47,0.07,1.54
1.46,0.07,1.53
1.48,0.07,1.56
1.48,0.07,1.56
1.48,0.07,1.56
1.47,0.07,1.55
1.46,0.07,1.53
1.47,0.07,1.56
1.47,0.07,1.54
1.48,0.07,1.55
1.48,0.07,1.56
1.45,0.07,1.52
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.56
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.54
1.47,0.07,1.53
1.47,0.07,1.56
1.46,0.07,1.53
1.46,0.07,1.52
1.47,0.07,1.56
1.47,0.07,1.55
1.47,0.07,1.55
1.46,0.07,1.53
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.54
1.47,0.07,1.55
1.47,0.07,1.55
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.55
1.47,0.07,1.54
1.46,0.07,1.53
1.45,0.07,1.52
1.46,0.07,1.53
1.46,0.07,1.53
1.46,0.07,1.53
1.46,0.07,1.53
1.46,0.07,1.54
1.46,0.07,1.54
1.46,0.07,1.53
1.46,0.07,1.53
1.45,0.07,1.52
1.47,0.07,1.54
1.45,0.07,1.52
1.47,0.07,1.55
1.48,0.07,1.56
1.47,0.07,1.56
1.45,0.07,1.52
1.47,0.07,1.55
1.47,0.07,1.53
1.46,0.07,1.53
1.45,0.07,1.53
1.46,0.07,1.53
1.46,0.07,1.54
1.47,0.07,1.54
1.47,0.07,1.55
1.45,0.07,1.53
1.47,0.07,1.54
1.45,0.07,1.52
1.47,0.07,1.54
1.47,0.07,1.55
1.46,0.07,1.53
